Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Desmatippus avus,18.85,13.15,2,2,,Scharf 1935,Scharf 1935 (Sucker Creek),,,US
Desmatippus nebrascensis,21,16,1,1,,Peterson 1907,"Peterson 1907 (type, Niobrara River)",,,
Desmatippus texanus,14.6,11.5667,3,3,,Albright 1999,Albright 1999a (Toledo Bend),,,US
Desmatippus tyleri,16.5,10.5,1,1,,Barnosky 1986,Barnosky 1986b (East Pilgrim 5),,,US
Desmatochoerus hatcheri,19.5,13.8,1,1,,Thorpe 1937,Thorpe 1937,,,
Desmatochoerus hesperus,18.4,16.1,1,1,,Thorpe 1937,Thorpe 1937,,,
Desmatochoerus leidyi,19.5,14.5,1,1,,Thorpe 1937,Thorpe 1937,,,
Desmatochoerus megalodon,19,15,2,2,,Thorpe 1937,Thorpe 1937,,,
Desmatoclaenus dianae,6,4.9,1,1,,Lucas 1984,"Lucas 1984 (small ""D. sp."": Gallegos Canyon)",,,US
Desmatoclaenus hermaeus,8.3,6.95,2,2,,Alroy 2000,Gazin 1941 (type: Wagonroad),,,US
Desmatolagus schizopetrus,2.4,2.8,1,1,,Dawson 1965,Dawson 1965 (Split Rock: m12),,,
Desmocyon matthewi,14.83,6.09,15,15,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Desmocyon thomsoni,13.56,5.67,52,52,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Diacodexis gracilis,3.77,2.8,3,3,,Krishtalka and Stucky 1985,Krishtalka and Stucky 1985 (Bighorn Basin),,,
Diacodexis ilicis,3.75,2.9,2,2,,Gingerich 1989,Gingerich 1989,,,
Diacodexis kelleyi,4.25,3.31,47,47,,Krishtalka and Stucky 1985,Krishtalka and Stucky 1985 (Lysite: revised from Guthrie 1967b),,,US
Diacodexis metsiacus,4.03,3.085,39,39,,Krishtalka and Stucky 1985,Krishtalka and Stucky 1985 (Bighorn Basin),,,
Diacodexis minutus,3.85,3.06,27,27,,Krishtalka and Stucky 1985,Krishtalka and Stucky 1985 (Huerfano; Wind River Basin),,,
Diacodexis primus,4.07,3.17,20,20,,Krishtalka and Stucky 1985,Krishtalka and Stucky 1985 (Bighorn Basin; Powder River Basin; Four Mile),,,
Diacodexis secans,4.565,3.82,40,40,,Sinclair 1914,Sinclair 1914 (type: Davis Ranch),,,US
Diacodon alticuspis,2.999375,2.09375,7,7,,Novacek 1982,Novacek 1982 (type),,,
Diceratherium armatum,33.225,20.325,3,3,,Green 1958,Green 1958 (SDSM V-542),,,US
Diceratherium niobrarense,42,31,1,1,,Cook 1912,Cook 1912a,,,
Diceratherium radtkei,49.3,35.5,1,1,,Green 1958,Green 1958 (SDSM V-5350),,,US
Didelphidectes pumilis,1.53,1,2,2,,Korth 1994,Korth 1994a (Pipestone),,,
Didelphis marsupialis,5.33,3.21,6,6,,Gordon 2003,,,,
Didelphodon vorax,4.25,3.3,1,1,,Lillegraven 1969,Lillegraven 1969,,,
Didelphodus absarokae,3.827083333,2.475,10,10,,Van Valen 1966,Van Valen 1966 (AMNH Willwood),,,
Didelphodus altidens,3.4,2.175,2,2,,Van Valen 1966,Van Valen 1966 (AMNH Cathedral Bluffs),,,
Didelphodus rheos,3.15,2.3,1,1,,Storer 1995,Storer 1995b (Lac Pelletier Lower: m12),,,CA
Didelphodus serus,3.12,2.23,2,2,,Storer 1995,Storer 1995b (Swift Current Creek: m12),,,CA
Didymictis dellensis,8.1,5.6,3,3,,Gingerich and Winkler 1985,Gingerich and Winkler 1985 (Princeton Quarry/Dell Creek Quarry: includes type from latter),,,
Didymictis leptomylus,8.023333333,4.836666667,13,13,,Polly 1997,"Polly 1997 (""Wa-1"")",,,
Didymictis protenus,11.410625,6.83875,47,47,,Alroy 2000,"Kelley and Wood 1954 (""D. altidens lysitensis"": Lysite)",,,US
Didymictis proteus,8.645,5.2425,35,35,,Polly 1997,"Polly 1997 (""Cf-1"")",,,
Dikkomys matthewi,1.496666667,1.75,3,3,,Wood 1936,Wood 1936b (Lower Harrison),,,
Dillerlemur pagei,2.34,2.05,9,9,,Rose 1981,Rose 1981 (Clark's Fork Basin),,,US
Dilophodon minusculus,8.1,5.2,1,1,,Gazin 1956,Gazin 1956b (Scott 1883),,,
Dinobastis ischyrus,28.8,16.8,1,1,,Mawby 1965,Mawby 1965 (type: remeasured from Merriam 1918a; repeated by Schultz and Martin 1970),,,
Dinocyon (Borophagus) meandrinus,47,20,1,1,,Matthew 1902,Matthew 1902c,,,
Dinofelis palaeoonca,24.3,10,1,1,,Kurten 1972,"Kurten 1972 (type, TMM 31181: repeated by Werdelin and Lewis 2001)",,,US
Dinogale siouxensis,10.5,4.4,1,1,,Cook and Macdonald 1962,Cook and Macdonald 1962,,,
Dinohippus interpolatus,23.825,13.0875,8,8,,Dalquest 1983,Dalquest 1983 (Coffee Ranch),,,US
Dinohippus leardi,25.75,15.65,3,3,,Alroy 2000,Kelly 1998 (Black Hawk Ranch Quarry),,,
Dinohippus mexicanus,24.035,18.155,39,39,,MacFadden 1986,MacFadden 1986 (Florida),,,
Dinohyus hollandi,41.23333333,31.03333333,3,3,,Loomis 1932,Loomis 1932b (type: Stenomylus Quarry),,,US
Diplacodon elatus,37.5,25,2,2,,Peterson 1934,Peterson 1934a (type: Skull Pass Quarry),,,
Diplobunops matthewi,10.795,8.205,20,20,,Black 1978,Black 1978 (Badwater),,,
Diplobunops vanhouteni,9.4,7.8,1,1,,Gazin 1955,Gazin 1955,,,
Diplolophus insolens,2.4,2.3563,4,4,,Barbour and Stout 1939,Barbour and Stout 1939,,,
Dipodomys gidleyi,0.92,1.6,1,1,,Tomida 1987,Tomida 1987 (111 Ranch),,,
Dipodomys hibbardi,0.97,1.54,16,16,,Tomida 1987,Tomida 1987 (Gila Conglomerate),,,
Dipodomys pattersoni,1.77,1.8,1,1,,Alroy 2000,Dalquest and Patterson 1986 (Burnett Quarry),,,US
Dipodomys spectabilis,1.215,2.09,20,20,,Voorhies 1975,Voorhies 1975 (Recent: from Wood 1935),,,
Dipoides rexroadensis,6.55,6.75,1,1,,Green 1977,Green 1977a (based on Woodburne 1961),,,
Dipoides stirtoni,5.1,4.9,4,4,,Wilson 1934,Wilson 1934b (Rome: includes type),,,US
Dipoides stovalli,7.55,4.6,2,2,,Rinker and Hibbard 1952,Rinker and Hibbard 1952 (type: Gate Ash Pit),,,
Dipoides tanneri,4.3433,4.9233,3,3,,Korth 1998,Korth 1998c (Pratt Quarry),,,US
Dipoides vallicula,3.5286,3.7714,7,7,,Shotwell 1970,Shotwell 1970,,,
Dipoides williamsi,4.3,4.1,6,6,,Baskin 1979,Baskin 1979,,,US
Dipoides wilsoni,3.8,3.97,1,1,,Kelly and Lugaski 1999,Kelly and Lugaski 1999 (Churchill Butte: m12),,,US
Diprionomys agrarius,1.320425,1.555425,7,7,,Alroy 2000,Voorhies 1990 (Norden Bridge Quarry),,,
Diprionomys minimus,1.03,1.17,2,2,,Wood 1936,Wood 1936c (type: Thousand Creek),,,
Dipsalidictis,10.817,6.217,3,3,,Rose 1981,Rose 1981 (Clark's Fork Basin),,,US
Dipsalidictis aequidens,11.875,7.575,2,2,,Alroy 2000,"Gingerich and Gunnell 1991 (PU, from SC-136: remeasured from Rose 1981)",,,
Dipsalidictis krausei,10.75,6.43335,4,4,,Gunnell and Gingerich 1991,"Gunnell and Gingerich 1991 (type, SC-195)",,,US
Dipsalidictis platypus,8.416666667,5.363333333,6,6,,Gingerich 1989,Gingerich 1989 (Wa0),,,
Dipsalidictis transiens,11.08,6.665,6,6,,Gunnell and Gingerich 1991,Gunnell and Gingerich 1991 (Clark's Fork Basin),,,
Dipsalodon churchillorum,12.625,7.775,2,2,,Alroy 2000,Rose 1981 (Clark's Fork Basin),,,
Dipsalodon matthewi,13.9,9.025,2,2,,Jepsen 1930,Jepsen 1930,,,
Dissacus argenteus,13,5.55,1,1,,O'Leary and Rose 1995,"O'Leary and Rose 1995 (type, Princeton Quarry)",,,US
Dissacus navajovius,10.78,4.545,2,2,,Kihm 1984,Kihm 1984 (Piceance Creek Basin),,,
Dissacus praenuntius,14.38534,6.776,15,15,,Alroy 2000,Rose 1981 (UM Clark's Fork Basin: m12),,,
Dissacus willwoodensis,12.15,5.875,2,2,,Alroy 2000,O'Leary and Rose 1995 (type),,,
Domnina dakotensis,2.145,1.32,3,3,,Hutchison 1972,Hutchison 1972,,,
Domnina gradata,2.130471429,1.460471429,13,13,,Patterson and McGrew 1937,Patterson and McGrew 1937 (repeated by Simpson 1941d),,,
Domnina greeni,2.2,1.37,1,1,,Hutchison 1972,Hutchison 1972 (Macdonald 1970),,,
Domnina thompsoni,1.8,1.2,1,1,,Simpson 1941,Simpson 1941d (type: repeated by Repenning 1967),,,
Domninoides hessei,3,2.5,1,1,,Dalquest et al. 1996,Dalquest et al. 1996 (Whisenhunt Quarry),,,US
Domninoides knoxjonesi,2.1833,1.3167,3,3,,Dalquest et al. 1996,Dalquest et al. 1996 (Whisenhunt Quarry),,,US
Domninoides mimicus,2.99,2.4575,3,3,,Wilson 1968,Wilson 1968 (WaKeeny),,,US
Domninoides riparensis,2.3,1.8,2,2,,Green 1956,Green 1956 (type),,,
Domninoides valentinensis,2.5,2,1,1,,Voorhies 1990,Voorhies 1990 (UNSM Cr-121),,,US
Dorraletes diminutivus,2.06,1.56,5,5,,Gingerich 1983,Gingerich 1983c (Chappo Type Locality),,,US
Douglassciurus jeffersoni,2.73,3,10,10,,Emry and Korth 1996,Emry and Korth 1996b,,,
Downsimus chadwicki,1.81,1.553333333,4,4,,Macdonald 1970,Macdonald 1970,,,
Drassonax harpagops,8,4.05,1,1,,Galbreath 1953,Galbreath 1953,,,
Dromomeryx borealis,20,12.65,2,2,,Gazin 1932,Gazin 1932 (Skull Spring),,,US
Dryomomys willwoodensis,1.16,0.7,1,1,,Robinson 1994,Robinson 1994 (UCM 84126),,,US
Drytomomys aequatorialis,6.833333333,6.433333333,3,3,,Fields 1957,Anteroposterior diameter (Length)/ transverse diameter (width),,,CO
Duchesnehippus intermedius,9.2,6.65,2,2,,Scott 1945,"Scott 1945 (type, remeasured: see also Peterson 1931d, Bjork 1967)",,,
Duchesneodus uintensis,39.91,25.75,13,13,,Lucas and Schoch 1982,"Lucas and Schoch 1982 (type, Uinta Formation: see also Peterson 1931a)",,,
Dusicyon avus,21.42,15.64,1,1,,Prevosti et al. 2009,,,,UY
Dyseohyus fricki,12.1375,9.4375,3,3,,Woodburne 1969,Woodburne 1969 (Steepside Quarry),,,US
Dyseolemur pacificus,2.049,1.741666667,6,6,,Szalay 1976,"Szalay 1976 (Tapo Ranch: remeasured from Gazin 1958a, Stock 1934)",,,
Ectocion cedrus,6,4.45,56,56,,Thewissen 1990,Thewissen 1990 (Cedar Point Quarry),,,US
Ectocion collinus,6.713333333,5.263333333,20,20,,Thewissen 1990,Thewissen 1990 (Douglass Quarry),,,US
Ectocion major,8.9,7.27,3,3,,Thewissen 1990,"Thewissen 1990 (Piceance Creek Basin: apparently includes FMNH ""Prosthecion major"" of Patterson and West 1973)",,,
Ectocion mediotuber,6.643333333,5.336666667,36,36,,Alroy 2000,"Gazin 1956 (Buckman Hollow: ""E. ralstonensis"" and ""E. osbornianum""; not included in sample of Thewissen 1990)",,,
Ectocion osbornianus,6.67,5.361666667,540,540,,Gingerich 1989,Gingerich 1989,,,
Ectocion parvus,5.386666667,4.373333333,26,26,,Gingerich 1989,Gingerich 1989,,,
Ectocion superstes,8.2,6.77,3,3,,Thewissen 1990,Thewissen 1990 (Wind River Basin),,,
Ectoconus ditrigonus,10.138,8.7025,3,3,,Robison 1986,Robison 1986 (Dairy Creek),,,US
Ectoconus symbolus,8.65,8.025,1,1,,Robison 1986,Robison 1986 (Blue Lake),,,US
Ectoganus bighornensis,11.5,11.2,2,2,,Gingerich 1989,Gingerich 1989,,,
Ectoganus gliriformis,11.7,12,1,1,,Rose 2000,Rose 2000 (Douglas Point),,,US
Ectopocynus antiquus,14.9,6.35,2,2,,Wang 1994,Wang 1994,,,
Ectopocynus intermedius,18.7,8.9,1,1,,Wang 1994,Wang 1994,,,
Ectopocynus simplicidens,22.03,10.13,3,3,,Wang 1994,Wang 1994,,,
Ectypodus childei,1.75,0.9,1,1,,Stucky and Krishtalka 1982,Stucky and Krishtalka 1982 (Deadman Butte),,,US
Ectypodus laytoni,1.7,0.8,1,1,,Krause 1980,"Krause 1980 (presumably includes ""modal"" value specimen of Sloan 1987)",,,
Ectypodus lovei,1.6575,0.99,18,18,,Alroy 2000,"Storer 1993 (remeasured ""Parectypodus lovei"" of Sloan 1966; apparently includes type; Badwater Locality 5, plus at least one specimen from Badwater Locality 6)",,,
Ectypodus musculus,2.25,1.075,2,2,,Gazin 1956,"Gazin 1956a (possibly the ""modal"" value specimen of Sloan 1987)",,,
Ectypodus powelli,2.05,0.983333333,4,4,,Jepsen 1940,"Jepsen 1940 (type: Silver Coulee; apparently the ""modal"" value of Sloan 1987)",,,
Ectypodus simpsoni,2.35,1.15,2,2,,Krause 1982,"Krause 1982 (type, southern Bighorn Basin: Jepsen 1930; possibly ""modal"" value specimen of Sloan 1987)",,,
Ectypodus szalayi,1.95,0.9125,3,3,,Sloan 1981,"Sloan 1981 (type: Gidley Quarry; apparently the ""modal"" value of Sloan 1987)",,,US
Ectypodus tardus,1.986,0.94,12,12,,Krishtalka et al. 1975,Krishtalka et al. 1975 (Malcolm's Locality),,,US
Edworthia lerbekmoi,1.5,1.25,2,2,,Fox et al. 2010,,,,CA
Ekgmowechashala philotau,4.153,3.68,3,3,,Szalay 1976,"Szalay 1976 (remeasured from Macdonald 1963, 1970)",,,
Elomeryx armatus,18.29166667,12.225,4,4,,Alroy 2000,Macdonald 1956c (PU),,,
Elphidotarsius florencae,1.35,1.32,15,15,,Simpson 1937,Simpson 1937a,,,
Elphidotarsius russelli,1.465,1.3275,5,5,,Silcox et al. 2001,Silcox et al. 2001 (Douglass Quarry),,,US
Elphidotarsius shotgunensis,1.6,1.3,1,1,,Gazin 1971,Gazin 1971,,,
Elphidotarsius wightoni,1.32,1.1,4,4,,Fox 1984,Fox 1984e (Blindman River: includes type),,,
Elpidophorus elegans,3.55,3.32,5,5,,Szalay 1969,Szalay 1969a (combined Paskapoo Formation and Scarritt Quarry),,,
Elpidophorus minor,2.675,2.325,5,5,,Szalay 1969,Szalay 1969a (type: Silberling Quarry; remeasured from Simpson 1937a),,,US
Elwynella oreas,2.475,1.85,2,2,,Rose and Bown 1982,Rose and Bown 1982 (type: Vass Quarry),,,US
Elymys complexus,0.97,0.77,5,5,,Emry and Korth 1989,Emry and Korth 1989 (Elderberry Canyon Quarry),,,US
Enhydritherium terraenovae,16.51428571,9.614285714,7,7,,Berta and Morgan 1985,,,,US
Enhydrocyon basilatus,24.5,10.8,2,2,,Wang 1994,Wang 1994,,,
Enhydrocyon crassidens,23.25,9.84,5,5,,Wang 1994,Wang 1994 (Matthew 1907),,,
Enhydrocyon pahinsintewakpa,20.62,9.25,13,13,,Wang 1994,Wang 1994,,,
Enhydrocyon stenocephalus,20,10.3,1,1,,Wang 1994,Wang 1994,,,
Entelodontidae,42.7,33.4,1,1,,Lucas et al. 1998,"Lucas et al. 1998 (type of ""Dinochoerus hollandi"" from Agate Springs Quarries; remeasured from Wilson 1957)",,,
Entoptychus,1.4,2.16,1,1,,Macdonald 1970,Macdonald 1970 (Sharps),,,US
Entoptychus cavifrons,1.57,2.07,1,1,,Wood 1936,Wood 1936b (referred: AMNH),,,
Entoptychus crassiramis,1.68,2.71,1,1,,Wood 1936,Wood 1936b (referred: AMNH),,,
Entoptychus fieldsi,1.55,2.15,1,1,,Nichols 1976,"Nichols 1976 (type, Peterson Creek)",,,US
Entoptychus germannorum,1.52,2.22,1,1,,Wood 1936,Wood 1936b (type: John Day),,,
Entoptychus grandiplanus,1.48,2,18,18,,Korth 1992,Korth 1992a (McCann Canyon),,,US
Entoptychus leptophrys,1.50835,1.90665,4,4,,Wood 1936,Wood 1936b (referred: John Day),,,
Entoptychus planifrons,1.81,2.43,1,1,,Wood 1936,Wood 1936b (type),,,
Entoptychus sheppardi,1.6567,2.32,3,3,,Nichols 1976,Nichols 1976 (Peterson Creek),,,US
Entoptychus sperryi,1.88,2.68,1,1,,Wood 1936,Wood 1936b (type: Upper John Day),,,
Eoalphadon clemensi,1.63,0.8833,3,3,,Eaton 1993,Eaton 1993b,,,
Eoalphadon lillegraveni,2.422,1.228,5,5,,Eaton 1993,Eaton 1993b,,,
Eoconodon copanus,10.4,5.6,1,1,,Van Valen 1978,"Van Valen 1978 (type, Mantua Lentil: see also Jepsen 1930)",,,US
Eoconodon nidhoggi,6.9,4.6,1,1,,Hunter 1997,Hunter et al. 1997 (Hiatt South),,,US
Eodipodomys celtiservator,1.95,2,1,1,,Voorhies 1975,Voorhies 1975 (type: Antelope Co.),,,
Eohaplomys matutinus,4.2,3.75,2,2,,Wilson 1949,Wilson 1949a (CIT 202),,,US
Eohaplomys serus,3.8,3.75,2,2,,Wilson 1949,Wilson 1949a (CIT 207),,,US
Eohaplomys tradux,3.6,3.5,1,1,,Wilson 1949,Wilson 1949a (CIT 180),,,US
Eohippus angustidens,5.385,5.285,2,2,,Granger 1908,Granger 1908 (type),,,
Eohippus borealis,7.2,5.2,1,1,,Granger 1908,Granger 1908 (type),,,
Eohippus cristatus,9.5,6.8,1,1,,Granger 1908,Granger 1908 (type),,,
Eohippus cristonensis,7,5.2,1,1,,Granger 1908,Granger 1908 (type),,,
Eohippus resartus,10,6.5,1,1,,Granger 1908,Granger 1908 (type),,,
Eomoropus amarorum,14,9.2,1,1,,Alroy 2000,Lucas and Schoch 1989,,,
Eomoropus anarsius,14,9,1,1,,Alroy 2000,Lucas and Schoch 1989 (Gazin 1956b),,,
Eoryctes melanus,2.25,1.8,2,2,,Thewissen and Gingerich 1989,Thewissen and Gingerich 1989,,,
Eotitanops borealis,16.1,10.8,12,12,,Gunnell and Yarborough 2000,Gunnell and Yarborough 2000 (Colorado and Wyoming),,,
Eotylopus reedi,10.7,6.9,2,2,,Scott 1940,Scott 1940 (type: repeated by Wilson 1974),,,
Eotypotherium chico,9.15,5.45,2,2,,Croft et al. 2004,,,,CL
Epeiromys spanius,2.05,1.95,1,1,,Korth 1989,Korth 1989c,,,
Epicyon haydeni,36.25,14.39,84,84,,Wang et al. 1999,"Wang et al. 1999 (includes type; referred material remeasured from Johnston 1939, VanderHoof and Gregory 1940, Leite 1990, Baskin 1998, Becker and McDonald 1998)",,,
Epicyon saevus,29.09,11.42,147,147,,Wang et al. 1999,Wang et al. 1999 (includes type and material remeasured from Baskin 1998),,,
Epihippus,7.6,5.75,1,1,,Westgate 1990,Westgate 1990 (Casa Blanca),,,US
Epihippus gracilis,7.92668,5.66,9,9,,Granger 1908,Granger 1908 (type),,,
Epihippus uintensis,8.82,6.18,7,7,,MacFadden 1980,"MacFadden 1980 (type: see also Granger 1908, Bjork 1967)",,,
Epitriplopus uintensis,15,10,1,1,,Peterson 1919,"Peterson 1919 (type, Myton Pocket)",,,
Eporeodon occidentalis,14.5,10.75,2,2,,Thorpe 1937,Thorpe 1937,,,
Eporeodon pacificus,13,10,1,1,,Thorpe 1937,Thorpe 1937,,,
Eporeodon trigonocephalus,13,10,1,1,,Thorpe 1937,Thorpe 1937,,,
Equus alaskae,25.2,17.2,1,1,,Harington 1980,,,,US
Equus complicatus,25.9625,14.9375,5,5,,Alroy 2000,Jelinek 1960 (Hay 1917),,,
Equus conversidens,23.37776667,14.48333333,9,9,,Dalquest and Hughes 1965,"Dalquest and Hughes 1965 (Canyon, Texas)",,,US
Equus francisci,21.75,12.8,2,2,,Alroy 2000,"Lundelius and Stevens 1970 (""francisi"" type: Hay 1915)",,,
Equus fraternus,23.97,13.29,20,20,,Hulbert 1995,Hulbert 1995b,,,
Equus leidyi,24.56,13.78666667,53,53,,Alroy 2000,Jelinek 1960 (Hay 1917),,,
Equus niobrarensis,26.4875,16.025,5,5,,Alroy 2000,Hibbard 1952 (type of Hay 1913),,,
Equus scotti,28.86666667,17.05,4,4,,Alroy 2000,"Johnston 1937 J Paleont (Rock Creek, new specimen)",,,
Eremotherium laurillardi,40.7,39.75,1,2,,Martinelli et al. 2012,Mesial maximum wide,,,BR
Erethizon bathygnathum,7.2,7.1,1,1,,Hibbard and Mooser 1963,Hibbard and Mooser 1963 (Wilson 1935),,,
Erethizon dorsatum,6.619433333,6.31945,23,23,,Hibbard and Mooser 1963,Hibbard and Mooser 1963 (Cedazo),,,MX
Erethizon kleini,5.8,5.4,3,3,,Morgan and White 1995,Morgan and White 1995 (Inglis: includes type),,,US
Erethizon poyeri,7.2,6.5,1,1,,Hulbert 1997,Hulbert 1997 (type: Haile 7C),,,US
Escavadodon zygus,2.9,1.9,1,1,,Rose and Lucas 2000,"Rose and Lucas 2000 (Escavada Wash, Upper)",,,US
Essonodon browni,7.273333333,3.793333333,3,3,,Archibald 1982,Archibald 1982 (YMP Lance),,,
Esthonyx acutidens,8.6025,6.56,9,9,,Gingerich and Gunnell 1979,Gingerich and Gunnell 1979 (Wind River Basin),,,
Esthonyx bisulcatus,7.717142857,6.245714286,20,20,,Guthrie 1967,Guthrie 1967b (Lysite),,,US
Esthonyx gunnelli,8.5,7.95,1,1,,Gingerich 1989,Gingerich 1989,,,
Esthonyx spatularius,7.18,5.9,8,8,,Gingerich and Gunnell 1979,Gingerich and Gunnell 1979 (UM Clark's Fork Basin),,,
Etayoa bacatensis,5.1,4.8,1,1,,Villarroel 1987,,,,CO
Eucastor tortus,3.3,3.7,14,14,,Storer 1975,Storer 1975b (Wood Mountain: m12),,,
Euceratherium collinum,26,17.8,1,1,,Gidley and Gazin 1938,Gidley and Gazin 1938 (Cumberland Cave),,,US
Eucholoeops,7.3,5.2,1,1,,Villarroel 1998,,,,
Eucosmodon americanus,5.4,2.6,2,2,,Granger and Simpson 1929,Granger and Simpson 1929 (San Juan Basin: same lot as type),,,
Eucyon davisi,17.05,6.47,13,13,,Shotwell 1970,Shotwell 1970 (UO 2381),,,
Eudaemonema cuspidata,3.26,2.56,10,10,,Szalay 1969,Szalay 1969a (Gidley Quarry: includes type; remeasured from Simpson 1937a),,,US
Eudaemonema webbi,4.2,3.05,1,1,,Scott 2010,,,,CA
Euhapsis breugerorum,2.35,3.2,1,1,,Alroy 2000,Martin 1987,,,
Eumys brachyodus,2.325,1.87,2,2,,Galbreath 1953,Galbreath 1953,,,
Eumys cricetodontoides,2.625,1.9325,17,17,,White 1954,White 1954 (type: Canyon Ferry Reservoir),,,US
Eumys elegans,2.410955556,1.8929,28,28,,Martin 1980,Martin 1980b,,,
Eumys eliensis,2.5,1.95,1,1,,Black 1961,Black 1961a,,,
Euoplocyon brachygnathus,17.75,6.46,9,9,,Wang et al. 1999,Wang et al. 1999 (includes type),,,
Euoplocyon spissidens,16.4,6.3,2,2,,Wang et al. 1999,"Wang et al. 1999 (type, Thomas Farm: remeasured from White 1947, Tedford and Frailey 1976)",,,
Euroxenomys inconnexus,2.8,3.3,4,4,,Sutton and Korth 1995,"Sutton and Korth 1995 (includes ""Monosaulax pansus?"" of Dorr 1956)",,,
Eusmilus sicarius,19.2,8.95,2,2,,Alroy 2000,Sinclair and Jepsen 1930 (type),,,US
Eutamias minimus,1.3,1.4,1,1,,Guilday et al. 1978,Guilday et al. 1978 (Baker Bluff),,,
Eutypomys acares,2.01,1.84,14,14,,Storer 1988,Storer 1988 (Lac Pelletier: m12),,,CA
Eutypomys hibernodus,3.45,3.535,2,2,,Korth 2000,Korth 2000b (type: 7 miles south of South Heart),,,
Eutypomys inexpectatus,3.663333333,3.346666667,6,6,,Wood 1974,Wood 1974 (type: TMM 40209),,,US
Eutypomys montanensis,3.9,3.6375,2,2,,Wood and Konizeski 1965,,,,US
Eutypomys obliquidens,2.5,2.36,4,4,,Storer 1988,Storer 1988 (Lac Pelletier: m12),,,CA
Eutypomys parvus,2.75,2.53,1,1,,Russell 1972,Russell 1972 (Calf Creek),,,CA
Eutypomys thomsoni,3.15,3.4,5,5,,Wood and Konizeski 1965,Wood and Konizeski 1965,,,
Fanimus clasoni,1.88,1.947,3,3,,Macdonald 1970,Macdonald 1970 (Macdonald 1963; see also Wahlert 1983),,,
Fanimus ultimus,1.96,2.675,2,2,,Korth et al. 1990,Korth et al. 1990 (type: UNSM Bx-7),,,US
Felis rexroadensis,15.55,6.8,2,2,,Hibbard 1941,"Hibbard 1941b (""F. lacustris"": Rexroad 2; see Werdelin 1985)",,,
Filikomys primaevus,1.97,0.88,1,1,,Montellano et al. 2000,Montellano et al. 2000 (Egg Mountain),,,US
Florentiamys agnewi,2,1.8,1,1,,Wahlert 1983,Wahlert 1983 (type: Sharps; repeated from Macdonald 1963),,,US
Florentiamys kingi,2.2,2.2,1,1,,Wahlert 1983,Wahlert 1983 (type: Willow Creek),,,US
Florentiamys kinseyi,2.325,2.225,3,3,,Wahlert 1983,Wahlert 1983 (type: Tremain Station),,,
Florentiamys loomisi,2.23,2.35,1,1,,Wood 1936,Wood 1936 (type: Sixty Six Mountain; see also Wahlert 1983),,,US
Florentiamys tiptoni,2.026666667,2.076666667,19,19,,Wahlert 1983,Wahlert 1983 (Tremain Station),,,
Floresomys guanajuatoensis,1.4,1.2,1,1,,Fries et al. 1955,,,,MX
Floridachoerus olseni,15.35,12.5,2,2,,Albright 1999,Albright 1999a (Toledo Bend),,,US
Floridatragulus dolichanthereus,11.625,8.625,3,3,,Maglio 1966,Maglio 1966 (excluding type),,,
Floridatragulus texanus,13.2,9.1,1,1,,Patton 1969,"Patton 1969 (type, Point Blank)",,,US
Fossorcastor brachyceps,2.8,3,1,1,,Alroy 2000,Martin 1987 (Matthew 1907),,,
Fossorcastor fossor,3.525,4.175,2,2,,Alroy 2000,Martin 1987,,,
Fossorcastor greeni,2.95,3.4,1,1,,Alroy 2000,Martin 1987,,,
Fouchia elyensis,5.5,4.1,1,1,,Emry 1989,Emry 1989 (Elderberry Canyon Quarry: type),,,US
Foxomomys fremdi,1.175,0.8,2,2,,Fox 1984,Fox 1984d (Saxonella Locality),,,CA
Foxomomys vossae,1.1,0.8,1,1,,Krause 1978,Krause 1978 (Roche Percee: type),,,CA
Franimys amherstensis,2.38,2.3,1,1,,Wood 1962,,,,US
Gaillardia thomsoni,2.45,1.9,1,1,,Hutchison 1968,Hutchison 1968 (UO 2465),,,
Galbreathia bettae,2.46,2.14,10,10,,Sutton and Korth 1995,Sutton and Korth 1995,,,
Galbreathia novellus,2.7,2.5,36,36,,Munthe 1988,Munthe 1988 (type: remeasured from Black and Wood 1956),,,
Galecyon mordax,6.47,3.67,3,3,,Gingerich and Deutsch 1989,Gingerich and Deutsch 1989 (Clarks Fork Basin),,,
Gallolestes pachymandibularis,2.288,1.67,1,1,,Lillegraven 1976,Lillegraven 1976 (type),,,
Gazinocyon vulpeculus,6.25,3.75,1,1,,Polly 1996,Polly 1996,,,
Gelastops joni,3.31,2.58,1,1,,Wilson 1985,Wilson 1985 (Rigby 1980),,,
Gelastops parcus,3.375833333,2.223333333,6,6,,Simpson 1935,"Simpson 1935d (type: probably Gidley Quarry; repeated by Simpson 1937a, Wilson 1985)",,,
Gentilicamelus cameloides,13.4,9,2,2,,Dougherty 1940,Dougherty 1940a (CIT John Day),,,
Gentilicamelus sternbergi,13.3,8.4,1,1,,Prothero 1996,Prothero 1996d (type),,,
Geomys bursarius,1.25,2.5,2,2,,Semken 1966,Semken 1966 (County Pit),,,
Geomys carranzai,1.03,1.92,2,2,,Lindsay and Jacobs 1985,Lindsay and Jacobs 1985 (Yepomera),,,MX
