Accepted.Name;mean.m1.length;mean.m1.width;overall.n.sampled.m1.length;overall.n.sampled.m1.width;measured.m1;ref;notes;Uncertain;alt.body.mass;continent
Mosaicomeryx quercyi;;;;;;"Métais, Grégoire, Bastien Mennecart, and Ghazala Roohi. ""A new assemblage of stem pecoran ruminants from the Oligocene Chitarwata Formation, Bugti Hills, Baluchistan, Pakistan: Paleoenvironmental and paleobiogeographic implications."" Journal of Asian Earth Sciences 136 (2017): 40-49.";not sure if its m1;;;
Muangthanhinius siami;3.02;2.18;1;1;;"Marivaux, Laurent, et al. ""New strepsirrhine primate from the late Eocene of Peninsular Thailand (Krabi Basin)."" American Journal of Physical Anthropology: The Official Publication of the American Association of Physical Anthropologists 130.4 (2006): 425-434.";;;;
Muhsinia steffensi;17.97;11.99;10;11;;"De Bruijn, Hans, et al. ""A new association of small mammals from the lowermost Lower Miocene of Central Anatolia."" Geobios 25.5 (1992): 651-670.";;;;
Myaingtherium kenyapotamoides;11.45;15.3;2;2;;"Takehisa, T. S. U. B. A. M. O. T. O., et al. ""A new anthracotheriid artiodactyl from the Eocene Pondaung Formation of Myanmar."" Vertebrata PalAsiatica 49.1 (2011): 85.";;;;
Myanmarpithecus yarshensis;;;;;;"Takai, Masanaru, et al. ""A new anthropoid from the latest middle Eocene of Pondaung, central Myanmar."" Journal of Human Evolution 40.5 (2001): 393-409.";m2 and m3 found not m1;;;
Myxomygale asiaprima;1.92;2;1;1;;"Lopatin, A. V. ""Early Miocene small mammals from the North Aral region (Kazakhstan) with special reference to their biostratigraphic significance."" (2004).";;;;
Nakunodon paikasiensis;;;;;;"Yadagiri, P. ""An amphidontid symmetrodont from the Early Jurassic Kota Formation, India."" Zoological Journal of the Linnean Society 85.4 (1985): 411-417.";M1 found not m1;;;
Nakusia shahrigensis;11.2;15.45;1;1;;"Ginsburg, Léonard, et al. ""Discovery of a new Anthracobunidae (Tethytheria, Mammalia) from the lower Eocene lignite of the Kach-Harnai area in Baluchistan (Pakistan)."" Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary Science 328.3 (1999): 209-213.";;;;
Nalacetus ratimitus;;;;;;;paper not available;;;
Nalameryx savagei;;;;;;;paper not available;;;
Nalameryx sulaimani;7.83;4.74;1;1;;"Métais, Grégoire, Jean-Loup Welcomme, and Stéphane Ducrocq. ""New lophiomerycid ruminants from the Oligocene of the Bugti Hills (Balochistan, Pakistan)."" Journal of Vertebrate Paleontology 29.1 (2009): 231-241.";;;;
Nanlingilambda chijiangensis;;;;;;;paper not found;;;
Nanlingilambda datangensis;7.3;4.9;1;1;;"HUANG XueShi, ZHENGJiaJian. ""Note on two new mammalian species from the late Paleocene of Nanxiong, Guangdong."" Vertebrata PalAsiatica 41.04 (2003): 271.";;;;
Nanolestes mackennai;;;;;;"Martin, Thomas, Alexander O. Averianov, and Hans-Ulrich Pfretzschner. ""Mammals from the late jurassic Qigu formation in the southern junggar basin, Xinjiang, northwest China."" Palaeobiodiversity and Palaeoenvironments 90 (2010): 295-319.";m1 not found;;;
Nemegtbaatar gobiensis;;;;;;Kielan-Jaworowska, Zofia. Multituberculate Succession in the Late Cretaceuos of the Gobi Desert Mongolia. Krakow, 1974.;upper molars found not lower;;;
Neochorlakkia myaingensis;;;;;;"SEVASTJANOVA, I., et al. ""ROGER, F., SCHÄRER, U., BERGMAN, S., TAPPONNIER, P., LACASSIN, R., LELOUP, H., REPLUMAZ, A. 1999. Emplacement ages of subduc-tion and collision-related granitic magmas along the Shan Escarp-ment, Central Burma. European Geosciences Union, EUG10, 28 March–1 April 1999, Strasbourg. Journal of Conference."" Introduction to the geology of Myanmar 107 (2017): 757.";m2 and m3 found not m1;;;
Nesomomys bunodens;;;;;to measure;"Beard, K. Christopher, et al. ""An omomyid primate from the Pontide microcontinent of north-central Anatolia: Implications for sweepstakes dispersal of terrestrial mammals during the Eocene."" Geobios 66 (2021): 143-152.";measure from picture;;;
Nessovbaatar multicostatus;;;;;;;m1 not found;;;
Neurogymnurus indricotherii;2.7;1.75;1;1;;"Lopatin, A. V. ""Oligocene and early miocene insectivores (Mammalia) from Western Kazakhstan."" PALEONTOLOGICAL JOURNAL C/C OF PALEONTOLOGICHESKII ZHURNAL 33 (1999): 182-191.";;;;
Nimravus intermedius;21.25;7.57;1;1;;"Peigné, Stéphane. ""Systematic review of European Nimravinae (Mammalia, Carnivora, Nimravidae) and the phylogenetic relationships of Palaeogene Nimravidae."" Zoologica Scripta 32.3 (2003): 199-229.";;;;
Notomeryx besensis;7.56;5.01;12;12;;"Jian-Wei, G. U. O., Q. I. Tao, and S. H. E. N. G. Hong-Jie. ""A restudy of the Eocene ruminants from Baise and Yongle Basins, Guangxi, China, with a discussion of the systematic positions of Indomeryx, Notomeryx, Gobiomeryx and Prodremotherium."" Vertebrata PalAsiatica 37.01 (1999): 18.";;;;
Notomeryx major;;;;;;"Jian-Wei, G. U. O., Q. I. Tao, and S. H. E. N. G. Hong-Jie. ""A restudy of the Eocene ruminants from Baise and Yongle Basins, Guangxi, China, with a discussion of the systematic positions of Indomeryx, Notomeryx, Gobiomeryx and Prodremotherium."" Vertebrata PalAsiatica 37.01 (1999): 18.";m1 isnt preserved;;;
Nuryctes alayensis;1.1;0.7;1;1;;"Lopatin, A. V., and A. O. Averianov. ""New Palaeoryctidae (Mammalia) from the Eocene of Kyrgyzstan and Mongolia."" (2004).";;;;
Obashtakaia aeruginis;;;;;;;paper not found;;;
Obergfellia occidentalis;;;;;;;doesn’t have m1 measurement;;;
Oboia argillaceous;;;;;;;paper not found;;;
Odoichoerus uniconus;;;;;;;paper not found;;;
Oligodelphis azerbajdzanicus;;;;;;;paper not found;;;
Oligopithecus rogeri;;;;;;;m1 not found;;;
Oligotarsius rarus;;;;;;;m1 not found;;;
Omanitherium dhofarensis;;;;;;;paper not found;;;
Omanodon minor;;;;;;;m1 not found;;;
Orhaniyeia nauta;4.72;3.19;1;1;;"Métais, Grégoire, et al. ""Eocene metatherians from Anatolia illuminate the assembly of an island fauna during Deep Time."" PloS one 13.11 (2018): e0206181.";;;;
Orientictis spanios;;;;;;;paper not found;;;
Ortalestes tostak;;;;;;;paper not found;;;
Ottomania proavita;21.63;17.61;32;31;;"Bruijn, Hans de. ""A rodent assemblage from the Eo/Oligocene boundary internal near Süngülü, Lesser Caucasus, Turkey: Una asociación de roedores del tránsito Eoceno/Oligoceno próxima a Süngülü, Lesser Caucasus, Turkey."" Coloquios de Paleontología 1 (2003): 47.";;;;
Oxlestes grandis;;;;;;;m1 not found;;;
Oxynocricetodon leptaleos;;;;;;;paper not found;;;
Paalitherium gurki;;;;;;"Métais, Grégoire, Bastien Mennecart, and Ghazala Roohi. ""A new assemblage of stem pecoran ruminants from the Oligocene Chitarwata Formation, Bugti Hills, Baluchistan, Pakistan: Paleoenvironmental and paleobiogeographic implications."" Journal of Asian Earth Sciences 136 (2017): 40-49.";m2 found ;;;
Paenanthracotherium strategus;;;;;;;m1 not found;;;
Pahelia mysteriosa;;;;;;;m1 not found;;;
Pakibune chorlakkiensis;;;;;;;m1 not found;;;
Pakicetus calcis;17.34;14.33;1;1;;"Cooper, Lisa Noelle, J. G. M. Thewissen, and S. T. Hussain. ""New middle eocene archaeocetes (Cetacea: Mammalia) from the Kuldana formation of northern Pakistan."" Journal of Vertebrate Paleontology 29.4 (2009): 1289-1299.";;;;
Pakicetus chittas;21.4;7.8;1;1;;"Cooper, Lisa Noelle, J. G. M. Thewissen, and S. T. Hussain. ""New middle eocene archaeocetes (Cetacea: Mammalia) from the Kuldana formation of northern Pakistan."" Journal of Vertebrate Paleontology 29.4 (2009): 1289-1299.";;;;
Pakicetus inachus;NA;7.9;;;;;length missing;;;
Pakilestes lathrius;1.3;0.99;;;;;;;;
Pakitherium shagalai;;;;;;;m1 not detected;;;
Pakkokuhyus lahirii;;;;;;;paper not found;;;
Pakotitanops latidentatus;;;;;;;m1 not detected;;;
Palaeoamasia kansui;24.2;17.22;;;;;;;;
Palaeocastor nebrascensis;;;;;;;paper not found;;;
Palaeohodites naduensis;4.22;3.21;;;;;;;;
Palaeohypsodontus zinensis;;;;;;;m1 not found;;;
Palasiodon siurenensis;;;;;;;paper not found;;;
Panobius afridi;;;;;;;paper not found;;;
Panobius amplior;;;;;;;m1 not present;;;
Panobius russelli;;;;;;;paper not found;;;
Pappaceras minuta;;;;;;;paper not found;;;
Pappictidops acies;;;;;;;paper not found;;;
Pappictidops obtusus;;;;;;;paper not found;;;
Pappocricetodon kazakstanicus;1.40;1.10;;;;;;;;
Parabrontops lunanensis;;;;;;;paper not found;;;
Parabunodon anatolicum;;;;;;;paper not found;;;
Paraceratherium asiaticum;;;;;;;m1 not found;;;
Paraceratherium bugtiense;;;;;;;m1 not found;;;
Paracricetodon dehmi;2.03;1.45;;;;;;;;
Paracricetodon wentgesi;15.99;10.98;;;;;;;;
Paracricetops virgatoincisus;2.12;1.53;;;;;;;;
Paramys obailensis;;;;;;;paper not found;;;
Paranyctoides quadrans;1.66;1.15;;;;;;;;
Paratritemnodon indicus;6.5;3.0;;;;;;;;
Paratritemnodon jandewalensis;12.4;7.2;;;;;;;;
Parazhelestes robustus;;;;;;;m1 not detected;;;
Parvocristes oligocollis;;;;;;;m1 not found;;;
Pataecops minutissimus;;;;;;;m1 not found;;;
Patriocetus kazakhstanicus;;;;;;;m1 not found;;;
Paukkaungia parva;3.59;2.45;;;;"Beard, K. Christopher, et al. ""New sivaladapid primates from the Eocene Pondaung Formation of Myanmar and the anthropoid status of Amphipithecidae."" Bulletin of Carnegie Museum of Natural History 2007.39 (2007): 67-76.";;;;
Paukkaungmeryx minutus;4.5;2.2;;;;;;;;
Peratherium africanus;1.75;1.17;;;;"Simons, Elwyn L., and Thomas M. Bown. ""A new species of Peratherium (Didelphidae; Polyprotodonta): the first African marsupial."" Journal of Mammalogy 65.4 (1984): 539-548.";;;;
Perissobune intizarkhani;11.60;7.97;;;;"Missiaen, Pieter, and Philip D. Gingerich. ""New basal Perissodactyla (Mammalia) from the lower Eocene Ghazij formation of Pakistan."" (2014).";;;;
Perissobune munirulhaqi;11.60;7.98;;;;"Missiaen, Pieter, and Philip D. Gingerich. ""New basal Perissodactyla (Mammalia) from the lower Eocene Ghazij formation of Pakistan."" (2014).";;;;
Petrolemur brevirostre;;;;;;;paper not found;;;
Phileosimias brahuiorum;;;;;;;lower molars not found;;;
Phileosimias kamali;;;;;;;m1 not found;;;
Philisis sevketi;;;;;;;m1 not availble;;;
Phiomys andrewsi;;;;;;;paper not availble;;;
Plesiocolopirus grangeri;;;;;;;paper doesn’t have its full name, just first namme;;;
Plesiocolopirus kushiroensis;;;;;;;paper doesn’t have its full name, just first namme;;;
Plesiosminthus tereskentensis;;;;;;;m1 not found;;;
Pondaungia cotteri;;;;;;;m1 not found;;;
Pondaungia minuta;;;;;;;m1 not found;;;
Pondaungimys anomaluropsis;;;;;;;m1 not found;;;
Proansomys daxnerae;;;;;;;m1 not found;;;
Probathyopsis sinyuensis;;;;;;;paper not found;;;
Probrachyodus panchiaoensis;;;;;;;paper not found;;;
Prodremotherium trepidum;;;;;;;paper not found;;;
Progenitohyus thailandicus;10.5;6.8;;;;"Ducrocq, Stéphane, et al. ""First discovery of Helohyidae (Artiodactyla, Mammalia) in the Late Eocene of Thailand: a possible transitional form for Anthracotheriidae."" Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary Science 325.5 (1997): 367-372.";;;;
Propalaeocastor kumbulakensis;;;;;;;paper not accessible;;;
Propalaeocastor schokensis;;;;;;;paper not accessible;;;
Propalaeocastor shevyrevae;;;;;;;paper not accessible;;;
Propliopithecus haeckeli;;;;;;;paper not found;;;
Propterodon panganensis;5.6;4.2;;;;"de Bonis, Louis, et al. ""New hyaenodonta (Mammalia) from the middle Eocene of Myanmar."" Comptes Rendus Palevol 17.6 (2018): 357-365.";;;;
Protaceratherium albigense;;;;;;;paper not found;;;
Protapirus gromovae;;;;;;;paper not found;;;
Protogalericius averianovi;;;;;;;m1 not detected;;;
Protomoropus hengyangensis;;;;;;;paper not found;;;
Protonycteris gunnelli;;;;;;;lower molar not found;;;
Protosiren eothene;;;;;;;m1 not detected;;;
Protosiren sattaensis;;;;;;;molars not found;;;
Pseudanisonchus antelios;;;;;;;paper includes m1 not found;;;
Pseudocricetodon moguntiacus;;;;;;;paper not found;;;
Pseudocricetodon montalbanensis;1.24;0.83;25;25;;"Markovi?, Zoran, et al. ""Pseudocricetodontinae (Mammalia, Rodentia) from the Paleogene of south-east Serbia."" Palaeobiodiversity and Palaeoenvironments 100.1 (2020): 251-267.";;;;
Pseudocricetodon nawabi;;;;;;;lower molar not found;;;
Pseudocricetodon philippi;;;;;;;paper not found;;;
Pseudoparatalpa lavroi;21.9;14.9;1;1;;"Bendukidze, OLEG G., H. de Bruijn, and L. W. Van den Hoek Ostende. ""A revision of Late Oligocene associations of small mammals from the Aral Formation (Kazakhstan) in the National Museum of Georgia, Tbilissi."" Palaeodiversity 2 (2009): 343-377.";;;;
Pseudoparatalpa shevyrevae;;;;;;;m1 not found;;;
Pseudotribos robustus;;;;;;;m1 not availble;;;
Ptilocercus kylin;;;;;;;m1 not found;;;
Pygmaetitan panxianensis;;;;;;;paper not found;;;
Qaisracetus arifi;22.2;22;1;1;;"Gingerich, Philip D., et al. ""Eocene stratigraphy and archeocete whales (Mammalia, Cetacea) of Drug Lahar in the eastern Sumalian Range, Balochistan (Pakistan)."" (2001).";;;;
Qianohippus magicus;;;;;to measure;"Bai, Bin. ""Eocene Pachynolophinae (Perissodactyla, Palaeotheriidae) from China, and their palaeobiogeographical implications."" Palaeontology 60.6 (2017): 837-852.";measure from picture;;;
Quettacyon parachai;9.4;16.3;1;1;;"Gingerich, Philip D., S. Ghazanfar Abbas, and Muhammad Arif. ""Early Eocene Quettacyon parachai (Condylarthra) from the Ghazij Formation of Baluchistan (Pakistan): oldest Cenozoic land mammal from South Asia."" Journal of Vertebrate Paleontology 17.4 (1997): 629-637.";Estimated;;;
Rajouria gunnelli;8.5;9.26;4;4;;"Rana, Rajendra Singh, et al. ""A new basal raoellid artiodactyl (Mammalia) from the middle Eocene Subathu Group of Rajouri District, Jammu and Kashmir, northwest Himalaya, India."" Geobios 66 (2021): 193-206.";;;;
Remingtonocetus domandaensis;33.8;11;1;1;;"Gingerich, Philip D., et al. ""Eocene stratigraphy and archeocete whales (Mammalia, Cetacea) of Drug Lahar in the eastern Sumalian Range, Balochistan (Pakistan)."" (2001).";;;;
Remingtonocetus harudiensis;;;;;;;paaper not found;;;
Repenomamus robustus;;;;;;;paper not accessible;;;
Rhombomylus nitidulus;;;;;;;paper not found;;;
Rodhocetus balochistanensis;;;;;;;lower molars not detected;;;
Rodhocetus kasranii;;;;;;;m1 not found;;;
Rugosodon eurasiaticus;;;;;;;m1 not detected;;;
Saadanius hijazensis;;;;;;"Zalmout, Iyad S., et al. ""New Oligocene primate from Saudi Arabia and the divergence of apes and Old World monkeys."" Nature 466.7304 (2010): 360-364.";m1 not detected;;;
Saghatherium bowni;;;;;;;paper not found;;;
Sahnitherium rangapurensis;;;;;;;lower molar not found;;;
Sanshuilophus zhaoi;21.0;13.6;1;1;;"Mao, Fang-Yuan, et al. ""New records of archaic ungulates from the Lower Eocene of Sanshui Basin, Guangdong, China."" Historical Biology 28.6 (2016): 787-802.";;;;
Sastrilophus dehmi;;;;;;;lower molar not found;;;
Sazlestes tis;;;;;;"Nessov, L. A. ""Nemorskie pozvonochnye melovogo perioda Severnoy Evrazii [Cretaceous nonmarine vertebrates of Northern Eurasia]."" Saint Petersburg State University, Institute of Earth Crust, Saint Petersburg (1997).";paper not found;;;
Schizotherium chucuae;;;;;;;m1 not known, m3 found;;;
Seia shahi;;;;;;;lower molar not found;;;
Shalbaatar bakht;;;;;;;paper not found;;;
Sharamynodon kirghisensis;;;;;;;lower molar not found;;;
Shuotherium shilongi;;;;;;;lower molar not found;;;
Siamochoerus banmarkensis;10.9;15.5;1;1;;"Ducrocq, Stéphane. ""The earliest known pig from the upper Eocene of Thailand."" Palaeontology 41.1 (1998): 147.";;;;
Siamochoerus viriosus;11.7;12.9;4;3;;"Li-Ping, Liu. ""EOCENE SUOIDS (ARTIODACTYLA, MANMALIA) FROM BOSE AND YONGLE BASINS, CHINA, AND THE CLASIFICATION AND EVOLUTION OF THE PALEOGENE SUOIDS."" Vertebrata PalAsiatica 39.02 (2001): 115.";;;;
Siamolophus krabiense;;;;;;;lower molar not found;;;
Siamopithecus eocaenus;;;;;;;m1 not found;;;
Siamosorex debonisi;4.65;2.50;3;3;;"Peigné, Stéphane, et al. ""An astonishing example of convergent evolution toward carnivory: Siamosorex debonisi n. gen., n. sp.(Mammalia, Lipotyphla, Soricomorpha, Plesiosoricidae) from the latest Oligocene of Thailand."" Geodiversitas 31.4 (2009): 973-992.";;;;
Siamotherium krabiense;;;;;;;m1 not found;;;
Sineleutherus uyguricus;;;;;;;m1 not found;;;
Sinobaatar lingyuanensis;;;;;;;paper unacessible;;;
Sinobaatar xiei;1.71;1.4;9;8;;"Kusuhashi, Nao, et al. ""Two Eobaatarid (Multituberculata; Mammalia) genera from the Lower Cretaceous Shahai and Fuxin Formations, northeastern Chinau."" Journal of Vertebrate Paleontology 29.4 (2009): 1264-1288.";;;;
Sinodelphys szalayi;;;;;;;m1 not found;;;
Sinolagomys pachygnathus;;;;;;"Li, Chuan-Kuei, and Zhuding Qiu. ""Early Miocene mammalian fossils of the Xining basin, Qinghzai Province."" Vertebrata palasiatica= Gu jichui dongwu xuebao 18.3 (1980): 1.";m1 not found;;;
Sivameryx palaeindicus;;;;;;;upper molars measured not lower;;;
Sivatitanops cotteri;;;;;;;paper not found;;;
Skopaiolophus burmese;;;;;;;m2 and m3 discussed not m1;;;
Sorlestes mifunensis;2.6;3.45;1;1;;"Setoguchi, Takeshi, et al. ""An early Late Cretaceous mammal from Japan, with reconsideration of the evolution of tribosphenic molars."" Paleontological Research 3.1 (1999): 18-28.";;;;
Sororocyon usmanii;;;;;;;paper not found;;;
Squalodon barbarus;;;;;;;paper not found;;;
Stenanagale xiangensis;;;;;;;paper not found;;;
Steneofiber depereti;5.77;5.62;21;18;;"Mörs, Thomas, and Clara Stefen. ""The castorid Steneofiber from NW Germany and its implications for the taxonomy of Miocene beavers."" Acta Palaeontologica Polonica 55.2 (2010): 189-198.";;;;
Stenomeryx bahinensis;4.43;2.33;3;3;;"Ducrocq, Stéphane, et al. ""New basal ruminants from the Eocene of the Pondaung Formation, Myanmar."" Journal of Vertebrate Paleontology 39.6 (2019): e1722682.";;;;
Stenostylops xiangensis;;;;;;;paper not found;;;
Stromerius nidensis;;;;;;;paper is about bone measurements, havent discussed tooth;;;
Subathumys globulus;;;;;;;m2 found not m1;;;
Subathumys solanorius;;;;;;;M1 not m1;;;
Suevosciurus ehingensis;;;;;;;m1 not found;;;
Suevosciurus fraasi;;;;;;;paper not found;;;
Sulaimanius arifi;;;;;;;M1 found not m1;;;
Sulestes karakshi;1.9;2;2;2;;"Averianov, Alexander O., J. David Archibald, and Eric G. Ekdale. ""New material of the Late Cretaceous deltatheroidan mammal Sulestes from Uzbekistan and phylogenetic reassessment of the metatherian-eutherian dichotomy."" Journal of Systematic Palaeontology 8.3 (2010): 301-330.";;;;
Sungulusimias unayae;;;;;;;m2 found not m1;;;
Suratilestes gingerichi;1.33;0.60;1;1;;"Bajpai, Sunil, et al. ""Early Eocene land mammals from the Vastan lignite mine, district Surat (Gujarat), Western India."" Journal of the Palaeontological Society of India 50.1 (2005): 101-113.";;;;
Symplokeomys zaysanicus;1.86;1.75;1;1;;"Emry, Robert J., et al. ""A late Eocene eomyid rodent from the Zaysan Basin of Kazakhstan."" Journal of Vertebrate Paleontology 17.1 (1997): 229-234.";;;;
Tachyoryctoides glikmani;;;;;;;paper not found   ;;;
Takracetus simus;;;;;;"Gingerich, Philip D., Muhammad Arif, and William C. Clyde. ""New Archaeocetes (Mammalia, Cetacea) from the Middle Eocene Domanda Formation of Sulaiman Range, Punjab (Pakistan)."" (1995).";doesn’t have m1 measurement;;;
Talahphiomys lavocati;;;;;;"Jaeger, Jean-Jacques, et al. ""New rodent assemblages from the Eocene Dur At-Talah escarpment (Sahara of central Libya): systematic, biochronological, and palaeobiogeographical implications."" Zoological Journal of the Linnean Society 160.1 (2010): 195-213.";lower molar not found;;;
Tamquammys tantillus;;;;;;;paper not found on google scholar;;;
Tedoribaatar reini;;;;;;"Kusuhashi, Nao. ""Early Cretaceous multituberculate mammals from the Kuwajima formation (Tetori group), central Japan."" Acta Palaeontologica Polonica 53.3 (2008): 379-390.";doesn’t have lower molar preserved;;;
Teilhardina asiatica;;;;;to measure;"Ni, Xijun, et al. ""A euprimate skull from the early Eocene of China."" Nature 427.6969 (2004): 65-68.";measure from picture;;;
Teleolophus daviesi;;;;;;;paper not found on google scholar;;;
Teleolophus zaisanicus;;;;;;;paper not found on google scholar;;;
Tenisia turgaica;29.1;23.6;6;6;;"Reshetov, Valeri, Nikolai Spassov, and Bolat Baishashov. ""Tenisia gen. nov.: taxonomic revaluation of the Asian Oligocene rhinocerotoid Eggysodon turgacum (Borissiak, 1915)(Mammalia, Perissodactyla, Hyracodontidae)."" Geobios 26.6 (1993): 715-722.";;;;
Thyrohyrax meyeri;;;;;;;paper not found on google scholar;;;
Tikitherium copei;;;;;;"Datta, P. M. ""Earliest mammal with transversely expanded upper molar from the Late Triassic (Carnian) Tiki Formation, South Rewa Gondwana Basin, India."" Journal of Vertebrate Paleontology 25.1 (2005): 200-207.";doesn’t have lower jaw but upper molar discussed;;;
Tombaatar sabuli;;;;;;;doesn’t have m1, its upper part of skull that have been discussed;;;
Trakymys saratji;;;;;;;paoer not found;;;
Trishulotherium kotaensis;;;;;;;couldn’t get access to paper, doesn’t have doi as well;;;
Tsagandelta dashzevegi;;;;;;;m1 not found;;;
Ulkenulastomys abrotos;;;;;;;m1 not found;;;
Uzbekbaatar kizylkumensis;;;;;;;m1 not found;;;
Uzbekbaatar wardi;;;;;;;m1 not found;;;
Vastania sahnia;1.11;0.66;1;1;;"Bajpai, Sunil, et al. ""Early Eocene land mammals from the Vastan lignite mine, district Surat (Gujarat), Western India."" Journal of the Palaeontological Society of India 50.1 (2005): 101-113.";;;;
Vastanolophus holbrooki;8.51;5.41;1;1;;"Smith, Thierry, et al. ""First early Eocene tapiroid from India and its implication for the paleobiogeographic origin of perissodactyls."" Palaeovertebrata 39.2 (2015): e5.";;;;
Vastanomys gracilis;;;;;;;m1 not found;;;
Vastanomys major;;;;;;;m1 not found;;;
Veragromovia desmatotheroides;;;;;;;paper not found on google scholar;;;
Volaticotherium antiquus;;;;;;"Meng, Jin, et al. ""A Mesozoic gliding mammal from northeastern China."" Nature 444.7121 (2006): 889-893.";doesn’t have m1, reconstructed jaws and teeth;;;
Voltaia minuta;;;;;;;paper not found on google scholar;;;
Wailekia orientale;;;;;;"Ducrocq, Stéphane, et al. ""New primate from the Palaeogene of Thailand, and the biogeographical origin of anthropoids."" Journal of Human Evolution 28.5 (1995): 477-485.";measure from picture;;;
Wakkamys hartenbergeri;;;;;;discussed  upper molar not lower;;;;
Witenia flava;27.3;20.8;2;2;;"Bruijn, Hans de. ""A rodent assemblage from the Eo/Oligocene boundary internal near Süngülü, Lesser Caucasus, Turkey: Una asociación de roedores del tránsito Eoceno/Oligoceno próxima a Süngülü, Lesser Caucasus, Turkey."" Coloquios de Paleontología 1 (2003): 47.";;;;
Witenia fusca;27.3;20.8;2;2;;"Bruijn, Hans de. ""A rodent assemblage from the Eo/Oligocene boundary internal near Süngülü, Lesser Caucasus, Turkey: Una asociación de roedores del tránsito Eoceno/Oligoceno próxima a Süngülü, Lesser Caucasus, Turkey."" Coloquios de Paleontología 1 (2003): 47.";;;;
Xinyuictis tenuis;;;;;;;paper not found on google scholar;;;
Yamatocetus canaliculatus;;;;;;;doesn’t have m1 measurement and pic;;;
Yanoconodon allini;;;;;;;doesn’t have m1 measurement , they just have reconstruction of specie and labeled m1,;;;
Yarshea cruenta;12.26;12.63;1;1;;"Egi, Naoko, et al. ""A new genus and species of hyaenodontid creodont from the Pondaung Formation (Eocene, Myanmar)."" Journal of Vertebrate Paleontology 24.2 (2004): 502-506.";;;;
Yindirtemys sajakensis;;;;;;;onlt first name found in papers not the whole name;;;
Youngomys pisinnus;;;;;;;paper not found on google scholar;;;
Youngomys yunnanensis;;;;;;;paper not found on google scholar;;;
Yubaatar qianzhouensis;;;;;;;m1 not found;;;
Yuelophus validus;;;;;;;paper not found on google scholar;;;
Yunnanadapis folivorus;;;;;;;paper found but doesn’t have m1 measurement;;;
Yunnanadapis imperator;;;;;;;paper found but doesn’t have m1 measurement;;;
Yuodon protoselenoides;;;;;;;pbdb paper not found;;;
Yuomys yunnanensis;;;;;;;pbdb paper not found;;;
Zaisanamynodon protheroi;50.4;31.3;6;7;;"Spencer, G. L. ""A new amynodontid (mammalia, perissodactyla) from the Eocene Clarno Formation, Oregon, and its biochronological signifi cance."" Paleobios. Museum of Paleontology, Berkeley 26.2 (2006): 7.";;;;
Zalambdalestes lechei;;;;;;"Wible, John R., Michael J. Novacek, and Guillermo W. Rougier. ""New data on the skull and dentition in the Mongolian Late Cretaceous eutherian mammal Zalambdalestes."" Bulletin of the American Museum of Natural History 2004.281 (2004): 1-144.";m1 doesn’t preserve well;;;
Zhalmouzia bazhanovi;;;;;to measure;"Averianov, Alexander, J. David Archibald, and Gareth J. Dyke. ""A new eutherian mammal from the Late Cretaceous of Kazakhstan."" Acta Palaeontologica Polonica 59.3 (2012): 537-542.";measure from picture;;;
Zhujegale jintangensis;;;;;;;paper not found on google scholar;;;
Zhujegale lirenensis;;;;;;;paper not found on google scholar;;;
Zhungaromys gromovi;1.70;1.25;1;1;;"Emry, Robert J., et al. ""Rodents of the middle Eocene Shinzhaly fauna of Eastern Kazakstan."" Journal of Vertebrate Paleontology 18.1 (1998): 218-227.";;;;
Zindapiria quadricollis;;;;;;"Flynn, Lawrence J., and Iqbal Umer Cheema. ""Baluchimyine rodents from the Zinda Pir Dome, western Pakistan: systematic and biochronologic implications."" National science museum monographs 8 (1994): 115-129.";paper not found on google scholar;;;
